ID	GroupID	Level	Variation	ColorList	Block1	Block2	Block3	Block4
5104	950	25	2	Blue,Green,Red,Red,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOO XXX=Red, Yellow	4:XXO OXX XXX=Green, Red	2:XOX XXX XOX=Yellow
5105	950	25	3	Blue,Green,Red,Red,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOX XOX=Red, White	4:XXO OXX XXX=Green, Red	2:XXX OXO XXX=Blue
5106	950	25	4	Blue,Green,Red,Red,White,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	3:XOX XOX XXX=Red	4:OXX XXO XXX=Green, White	2:XXX OXO XXX=Blue
5107	950	25	5	Blue,Green,Red,Red,White,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	4:OXX XXO XXX=Green, White	1:OXX XXX XOO=Red, Yellow
5108	950	25	6	Blue,Green,Red,Red,White,Yellow,Yellow	2:XXX OXO XXX=Red, Red	4:XXO XXX XOX=Blue, White	3:XOX XOX XXX=Yellow	1:XXO XXX OOX=Green, Yellow
5109	950	25	7	Blue,Green,Red,Red,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	1:XOO XXX OXX=Blue, Red, Yellow	4:OXX XXX XOX=Yellow
5110	950	25	8	Blue,Green,Red,Red,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	4:XOX XXX OXX=Blue, Yellow	1:OXX XXX XOO=Red, Yellow
5111	950	25	9	Blue,Green,Red,Red,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	4:XOX XXX XXO=White, Yellow	1:OXX XXO XXO=Blue, Red
5112	950	25	10	Blue,Green,Red,Red,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	4:XXO XXX XOX=Blue, White	2:XOX XXX XOX=Yellow	1:OXX XXX XOO=Red, Yellow
5113	950	25	11	Blue,Green,Red,Red,White,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XXX OXO XXX=Yellow	1:XXO OXX OXX=Blue, Green, Red	3:XOX XOX XXX=White
5114	950	25	12	Blue,Green,Red,Red,White,Yellow,Yellow	4:XOX XXX OXX=White	3:XXX XOO XXX=Red, Yellow	1:XXO OXX OXX=Blue, Green, Red	2:XOX XXX XOX=Yellow
5115	950	25	13	Blue,Green,Red,Red,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOX XOX=Red, White	1:XXO OXX OXX=Blue, Green, Red	2:XOX XXX XOX=Yellow
5116	950	25	14	Blue,Green,Red,Red,White,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:XXO XXO OXX=Blue, Green
5117	950	25	15	Blue,Green,Red,Red,White,Yellow,Yellow	4:XXX XXO OXX=Red, White	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	1:XXO XXO OXX=Blue, Green
5118	950	25	16	Blue,Green,Red,Red,White,Yellow,Yellow	4:XXO OXX XXX=Blue, Red	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:XXO XXX OOX=Green, Yellow
5119	951	25	1	Blue,Green,Red,White,White,White,Yellow	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	4:XXO OXX XXX=Green, Red	3:XXX XOX XOX=White, Yellow
5120	951	25	2	Blue,Green,Red,White,White,White,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XXX OXO XXX=Yellow	4:OXX XXO XXX=Green, White	3:XOX XOX XXX=White
5121	951	25	3	Blue,Green,Red,White,White,White,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOX XOX=Red, White	4:OXX XXO XXX=Green, White	2:XOX XXX XOX=Yellow
5122	951	25	4	Blue,Green,Red,White,White,White,Yellow	1:XXO OXX OXX=Blue, Red, White	4:OXX XXX XOX=Green, White	2:XOX XXX XOX=Yellow	3:XOX XOX XXX=White
5123	951	25	5	Blue,Green,Red,White,White,White,Yellow	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	1:OOX XXX XXO=White, White, Yellow	4:XOX XXX OXX=Green
5124	951	25	6	Blue,Green,Red,White,White,White,Yellow	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	1:OXX OXX XXO=Green, White, White	4:OXX XXX XOX=Yellow
5125	951	25	7	Blue,Green,Red,White,White,White,Yellow	3:XXX XOX XOX=Blue, Green	2:XOX XXX XOX=White	1:OOX XXX XXO=White, White, Yellow	4:XXX OXX XXO=Red
5126	951	25	8	Blue,Green,Red,White,White,White,Yellow	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	1:OOX XXX XXO=White, White, Yellow	4:OXX XXO XXX=Blue
5127	951	25	9	Blue,Green,Red,White,White,White,Yellow	3:XXX XOO XXX=Green, Red	4:XXO XXX XOX=Blue, White	1:OXX XXX XOO=White, White	2:XOX XXX XOX=Yellow
5128	951	25	10	Blue,Green,Red,White,White,White,Yellow	4:XOX XXX OXX=White	2:XOX XXX XOX=White	1:XXO OXX OXX=Blue, Green, Red	3:XXX XOX XOX=White, Yellow
5129	951	25	11	Blue,Green,Red,White,White,White,Yellow	4:XXO OXX XXX=Blue, Red	2:XXX OXO XXX=Yellow	1:OXX OXX XXO=Green, White, White	3:XOX XOX XXX=White
5130	951	25	12	Blue,Green,Red,White,White,White,Yellow	4:XOX XXX OXX=White	3:XXX XOO XXX=Red, Yellow	1:OXX OXX XXO=Green, White, White	2:XXX OXO XXX=Blue
5131	951	25	13	Blue,Green,Red,White,White,White,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOX XOX=Red, White	1:OXX OXX XXO=Green, White, White	2:XXX OXO XXX=Blue
5132	952	25	1	Blue,Green,Red,White,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	2:XXX OXO XXX=Yellow	4:XXO OXX XXX=Green, Red	3:XXX XOX XOX=White, Yellow
5133	952	25	2	Blue,Green,Red,White,White,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XOX XXX XOX=White	4:XXO OXX XXX=Green, Red	3:XOX XOX XXX=White
5134	952	25	3	Blue,Green,Red,White,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	4:XXO OXX XXX=Green, Red	3:XXX XOO XXX=Blue, White
5135	952	25	4	Blue,Green,Red,White,White,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XOX XXX XOX=White	4:XXX XXO OXX=Blue, Green	3:XOX XOX XXX=White
5136	952	25	5	Blue,Green,Red,White,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOO XXX=Red, Yellow	4:OXX XXO XXX=Green, White	2:XOX XXX XOX=Yellow
5137	952	25	6	Blue,Green,Red,White,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOX XOX=Red, White	4:OXX XXO XXX=Green, White	2:XXX OXO XXX=Blue
5138	952	25	7	Blue,Green,Red,White,White,Yellow,Yellow	1:XXO OXX OXX=Blue, Red, White	4:OXX XXO XXX=Green, Yellow	2:XOX XXX XOX=Yellow	3:XOX XOX XXX=White
5139	952	25	8	Blue,Green,Red,White,White,Yellow,Yellow	1:XXO OXX OXX=Blue, Red, White	4:XXX OXX XXO=Green	2:XOX XXX XOX=Yellow	3:XXX XOX XOX=White, Yellow
5140	952	25	9	Blue,Green,Red,White,White,Yellow,Yellow	1:XXO OXX OXX=Blue, Red, White	4:OXX XXX XOX=Green, White	3:XOX XOX XXX=Yellow	2:XOX XXX XOX=Yellow
5141	952	25	10	Blue,Green,Red,White,White,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	1:OOX XXX XXO=White, White, Yellow	4:XOX XXX OXX=Green
5142	952	25	11	Blue,Green,Red,White,White,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	1:OXX OXX XXO=Green, White, White	4:OXX XXX XOX=Yellow
5143	952	25	12	Blue,Green,Red,White,White,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	4:XOX XXX XXO=White, Yellow	1:XXO XXX OOX=Green, Yellow
5144	952	25	13	Blue,Green,Red,White,White,Yellow,Yellow	3:XXX XOX XOX=Blue, Green	2:XXX OXO XXX=Yellow	1:OOX XXX XXO=White, White, Yellow	4:XXX OXX XXO=Red
5145	952	25	14	Blue,Green,Red,White,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	1:OOX XXX XXO=White, White, Yellow	4:OXX XXO XXX=Blue
5146	952	25	15	Blue,Green,Red,White,White,Yellow,Yellow	3:XXX XOX XOX=Blue, Green	2:XOX XXX XOX=White	4:XOX XXX XXO=White, Yellow	1:OXX XXX XOO=Red, Yellow
5147	952	25	16	Blue,Green,Red,White,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	4:XOX XXX OXX=Blue	1:OOX XXX XXO=White, White, Yellow	2:XOX XXX XOX=Yellow
5148	952	25	17	Blue,Green,Red,White,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	4:XXX XXO OXX=Blue, Yellow	1:OXX XXX XOO=White, White	2:XOX XXX XOX=Yellow
5149	952	25	18	Blue,Green,Red,White,White,Yellow,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	1:XXO OXX OXX=Blue, Green, Red	3:XXX XOX XOX=White, Yellow
5150	952	25	19	Blue,Green,Red,White,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	1:XXO OXX OXX=Blue, Green, Red	3:XXX XOX XOX=White, Yellow
5151	952	25	20	Blue,Green,Red,White,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	3:XOX XOX XXX=Red	1:OXX OXX XXO=Green, White, White	2:XOX XXX XOX=Yellow
5152	952	25	21	Blue,Green,Red,White,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOO XXX=Red, Yellow	1:OXX OXX XXO=Green, White, White	2:XXX OXO XXX=Blue
5153	953	25	1	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:XXX XXO OXX=Blue, Green
5154	953	25	2	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XXX OXO XXX=Yellow	4:XXO OXX XXX=Green, Red	3:XOX XOX XXX=White
5155	953	25	3	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XXX OXO XXX=Yellow	4:XXO OXX XXX=Green, Red	3:XXX XOO XXX=Blue, White
5156	953	25	4	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XXX OXO XXX=Yellow	4:XXX XXO OXX=Blue, Green	3:XOX XOX XXX=White
5157	953	25	5	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	4:XOX XXX OXX=Green
5158	953	25	6	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	4:XXX XXO OXX=Blue, Green
5159	953	25	7	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	3:XOX XOX XXX=Red	4:OXX XXO XXX=Green, White	2:XOX XXX XOX=Yellow
5160	953	25	8	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOX XOX=Red, White	4:XXX XXO OXX=Blue, Green	2:XOX XXX XOX=Yellow
5161	953	25	9	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOO XXX=Red, Yellow	4:OXX XXO XXX=Green, White	2:XXX OXO XXX=Blue
5162	953	25	10	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	4:XXX OXX XXO=Green	2:XOX XXX XOX=Yellow	3:XXX XOO XXX=Blue, White
5163	953	25	11	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:XXO OXX OXX=Blue, Red, White	4:OXX XXO XXX=Green, Yellow	3:XOX XOX XXX=Yellow	2:XOX XXX XOX=Yellow
5164	953	25	12	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	4:OXX XXX XOX=Green, White	3:XOX XOX XXX=Yellow	2:XXX OXO XXX=Blue
5165	953	25	13	Blue,Green,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	4:XXO XXX XOX=Blue, White	3:XXX XOO XXX=Green	2:XOX XXX XOX=Yellow
5166	953	25	14	Blue,Green,Red,White,Yellow,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	4:XOX XXX XXO=White, Yellow	1:XXO XXX OOX=Green, Yellow
5167	953	25	15	Blue,Green,Red,White,Yellow,Yellow,Yellow	3:XXX XOX XOX=Blue, Green	2:XXX OXO XXX=Yellow	4:XOX XXX XXO=White, Yellow	1:OXX XXX XOO=Red, Yellow
5168	953	25	16	Blue,Green,Red,White,Yellow,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XXX OXO XXX=Yellow	1:XXO OXX OXX=Blue, Green, Red	3:XXX XOX XOX=White, Yellow
5169	953	25	17	Blue,Green,Red,White,Yellow,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:XXO XXX OOX=Green, Yellow
5170	954	26	1	Blue,Blue,Blue,Blue,Blue,Green,Green,White,Yellow	4:XXO XXX XOX=Blue, Blue	1:XXO XXO OXX=Blue, Blue, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5171	955	26	1	Blue,Blue,Blue,Blue,Green,Green,Red,White,White	4:XXO OXX XXX=Blue, Red	1:XXO XXX OOX=Blue, Blue, White	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5172	956	26	1	Blue,Blue,Blue,Blue,Green,Green,White,White,Yellow	1:XXO XXX OOX=Blue, Blue, White	4:XXX XXO OXX=Blue, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5173	956	26	2	Blue,Blue,Blue,Blue,Green,Green,White,White,Yellow	4:OXX XXX XOX=Blue, Yellow	1:XXO XXX OOX=Blue, Blue, White	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5174	956	26	3	Blue,Blue,Blue,Blue,Green,Green,White,White,Yellow	4:XXO XXX XOX=Blue, Blue	1:XXO XXX OOX=Blue, Blue, White	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5175	957	26	1	Blue,Blue,Blue,Blue,Green,Green,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	1:XXO XXO OXX=Blue, Blue, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5176	957	26	2	Blue,Blue,Blue,Blue,Green,Green,White,Yellow,Yellow	4:XXO XXX XOX=Blue, Blue	1:XXO XXO OXX=Blue, Blue, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5177	958	26	1	Blue,Blue,Blue,Blue,Green,Red,Red,White,White	2:XXX OXO XXX=Red, Red	1:XXO XXX OOX=Blue, Blue, White	4:XXX XXO OXX=Blue, Green	3:XXX XOO XXX=Blue, White
5178	959	26	1	Blue,Blue,Blue,Blue,Red,Red,White,White,Yellow	2:XXX OXO XXX=Red, Red	1:XXO XXX OOX=Blue, Blue, White	4:XOX XXX OXX=Blue, Yellow	3:XXX XOO XXX=Blue, White
5179	960	26	1	Blue,Blue,Blue,Blue,Red,Red,White,Yellow,Yellow	2:XXX OXO XXX=Red, Red	1:XXO XXO OXX=Blue, Blue, Yellow	4:XOX XXX OXX=Blue, Yellow	3:XXX XOO XXX=Blue, White
5180	961	26	1	Blue,Blue,Blue,Green,Green,Green,Green,Red,White	3:XXX XOO XXX=Green, Red	1:XXO XXX OOX=Blue, Blue, White	2:XXX OXO XXX=Green, Green	4:XXX XXO OXX=Blue, Green
5181	962	26	1	Blue,Blue,Blue,Green,Green,Green,Green,Red,Yellow	3:XXX XOO XXX=Green, Red	1:XXO XXO OXX=Blue, Blue, Yellow	2:XXX OXO XXX=Green, Green	4:XXX XXO OXX=Blue, Green
5182	963	26	1	Blue,Blue,Blue,Green,Green,Green,Green,White,Yellow	4:XXO XXX XOX=Blue, Blue	1:OXX XXO XXO=Green, Green, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5183	964	26	1	Blue,Blue,Blue,Green,Green,Green,Red,White,White	1:XXO XXX OOX=Blue, Blue, White	3:XXX XOX XOX=Red, White	2:XXX OXO XXX=Green, Green	4:XXX XXO OXX=Blue, Green
5184	965	26	1	Blue,Blue,Blue,Green,Green,Green,White,White,Yellow	1:XXO XXX OOX=Blue, Blue, White	4:OXX XXO XXX=Green, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5185	966	26	1	Blue,Blue,Blue,Green,Green,Red,White,White,White	1:XXO OXX OXX=Blue, Red, White	4:XXO XXX XOX=Blue, White	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5186	966	26	2	Blue,Blue,Blue,Green,Green,Red,White,White,White	4:XXX XXO OXX=Red, White	1:XXO XXX OOX=Blue, Blue, White	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5187	967	26	1	Blue,Blue,Blue,Green,Green,White,White,White,Yellow	1:XXO XXX OOX=Blue, Blue, White	4:XXO XXX XOX=Blue, White	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5188	968	26	1	Blue,Blue,Blue,Green,Green,White,White,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	4:XXO XXX XOX=Blue, White	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5189	968	26	2	Blue,Blue,Blue,Green,Green,White,White,Yellow,Yellow	1:XXO XXX OOX=Blue, Blue, White	4:XXX XXO OXX=Blue, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5190	968	26	3	Blue,Blue,Blue,Green,Green,White,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	1:XXO XXX OOX=Blue, Blue, White	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5191	969	26	1	Blue,Blue,Blue,Green,Green,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	4:XXX XXO OXX=Blue, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5192	969	26	2	Blue,Blue,Blue,Green,Green,White,Yellow,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	1:XXO XXO OXX=Blue, Blue, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5193	970	26	1	Blue,Blue,Blue,Green,Red,Red,Red,White,White	2:XXX OXO XXX=Red, Red	1:XXO XXX OOX=Blue, Blue, White	4:XXO OXX XXX=Green, Red	3:XXX XOO XXX=Blue, White
5194	970	26	2	Blue,Blue,Blue,Green,Red,Red,Red,White,White	2:XXX OXO XXX=Red, Red	4:XXO XXX XOX=Blue, White	1:XXO OXX OXX=Blue, Green, Red	3:XXX XOO XXX=Blue, White
5195	971	26	1	Blue,Blue,Blue,Green,Red,Red,White,White,White	2:XXX OXO XXX=Red, Red	1:XXO XXX OOX=Blue, Blue, White	4:OXX XXO XXX=Green, White	3:XXX XOO XXX=Blue, White
5196	972	26	1	Blue,Blue,Blue,Red,Red,Red,White,White,Yellow	2:XXX OXO XXX=Red, Red	4:XXO XXX XOX=Blue, White	1:XOO XXX OXX=Blue, Red, Yellow	3:XXX XOO XXX=Blue, White
5197	973	26	1	Blue,Blue,Blue,Red,Red,Red,White,Yellow,Yellow	2:XXX OXO XXX=Red, Red	4:XXX XXO OXX=Blue, Yellow	1:XOO XXX OXX=Blue, Red, Yellow	3:XXX XOO XXX=Blue, White
5198	974	26	1	Blue,Blue,Blue,Red,Red,White,White,White,Yellow	2:XXX OXO XXX=Red, Red	1:XXO XXX OOX=Blue, Blue, White	4:XOX XXX XXO=White, Yellow	3:XXX XOO XXX=Blue, White
5199	975	26	1	Blue,Blue,Blue,Red,Red,White,White,Yellow,Yellow	2:XXX OXO XXX=Red, Red	1:XXO XXO OXX=Blue, Blue, Yellow	4:XOX XXX XXO=White, Yellow	3:XXX XOO XXX=Blue, White
5200	975	26	2	Blue,Blue,Blue,Red,Red,White,White,Yellow,Yellow	2:XXX OXO XXX=Red, Red	1:XXO XXX OOX=Blue, Blue, White	4:XOX XXX OXX=Blue, Yellow	3:XXX XOX XOX=White, Yellow
5201	976	26	1	Blue,Blue,Blue,Red,Red,White,Yellow,Yellow,Yellow	2:XXX OXO XXX=Red, Red	1:XXO XXO OXX=Blue, Blue, Yellow	4:XOX XXX OXX=Blue, Yellow	3:XXX XOX XOX=White, Yellow
5202	977	26	1	Blue,Blue,Green,Green,Green,Green,Red,White,White	4:XXO OXX XXX=Blue, Red	1:OXX XXX XOO=Green, Green, White	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5203	978	26	1	Blue,Blue,Green,Green,Green,Green,White,White,Yellow	4:OXX XXX XOX=Blue, Yellow	1:OXX XXX XOO=Green, Green, White	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5204	978	26	2	Blue,Blue,Green,Green,Green,Green,White,White,Yellow	4:XXO XXX XOX=Blue, Blue	1:OXX XXX XOO=Green, Green, White	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5205	979	26	1	Blue,Blue,Green,Green,Green,Green,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	1:OXX XXO XXO=Green, Green, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5206	979	26	2	Blue,Blue,Green,Green,Green,Green,White,Yellow,Yellow	4:XXO XXX XOX=Blue, Blue	1:OXX XXO XXO=Green, Green, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5207	980	26	1	Blue,Blue,Green,Green,Green,Red,Red,White,White	1:XXO OXX OXX=Blue, Red, White	3:XXX XOX XOX=Red, White	2:XXX OXO XXX=Green, Green	4:XXX XXO OXX=Blue, Green
5208	980	26	2	Blue,Blue,Green,Green,Green,Red,Red,White,White	2:XXX OXO XXX=Red, Red	1:OXX XXX XOO=Green, Green, White	4:XXX XXO OXX=Blue, Green	3:XXX XOO XXX=Blue, White
5209	981	26	1	Blue,Blue,Green,Green,Green,Red,White,White,White	1:XXO OXX OXX=Blue, Red, White	4:OXX XXX XOX=Green, White	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5210	982	26	1	Blue,Blue,Green,Green,Green,Red,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	3:XXX XOO XXX=Red, Yellow	2:XXX OXO XXX=Green, Green	4:XXX XXO OXX=Blue, Green
5211	983	26	1	Blue,Blue,Green,Green,Green,White,White,White,Yellow	1:XXO XXX OOX=Blue, Blue, White	4:OXX XXX XOX=Green, White	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5212	984	26	1	Blue,Blue,Green,Green,Green,White,White,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	4:OXX XXX XOX=Green, White	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5213	984	26	2	Blue,Blue,Green,Green,Green,White,White,Yellow,Yellow	1:XXO XXX OOX=Blue, Blue, White	4:OXX XXO XXX=Green, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5214	985	26	1	Blue,Blue,Green,Green,Green,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	4:OXX XXO XXX=Green, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
5215	986	26	1	Blue,Blue,Green,Green,Red,Red,Red,Red,White	2:XXX OXO XXX=Red, Red	3:XXX XOX XOX=Red, White	1:XXO OXX OXX=Blue, Green, Red	4:XXX XXO OXX=Blue, Green
5216	987	26	1	Blue,Blue,Green,Green,Red,Red,Red,Red,Yellow	2:XXX OXO XXX=Red, Red	3:XXX XOO XXX=Red, Yellow	1:XXO OXX OXX=Blue, Green, Red	4:XXX XXO OXX=Blue, Green
5217	988	26	1	Blue,Blue,Green,Green,Red,Red,Red,White,White	2:XXX OXO XXX=Red, Red	4:OXX XXX XOX=Green, White	1:XXO OXX OXX=Blue, Green, Red	3:XXX XOO XXX=Blue, White
5218	989	26	1	Blue,Blue,Green,Green,White,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	4:XXO XXX XOX=Blue, White	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5219	990	26	1	Blue,Blue,Green,Green,White,Yellow,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	4:XXX XXO OXX=Blue, Yellow	2:XXX OXO XXX=Green, Green	3:XXX XOX XOX=White, Yellow
5220	991	26	1	Blue,Blue,Green,Red,Red,Red,Red,Yellow,Yellow	2:XXX OXO XXX=Red, Red	3:XXX XOO XXX=Red, Yellow	1:XOO XXX OXX=Blue, Red, Yellow	4:XXX XXO OXX=Blue, Green
5221	992	26	1	Blue,Blue,Green,Red,Red,White,White,White,White	2:XXX OXO XXX=Red, Red	4:XXO XXX XOX=Blue, White	1:OXX OXX XXO=Green, White, White	3:XXX XOO XXX=Blue, White
5222	993	26	1	Blue,Blue,Red,Red,Red,White,White,Yellow,Yellow	2:XXX OXO XXX=Red, Red	4:XXO XXX XOX=Blue, White	1:XOO XXX OXX=Blue, Red, Yellow	3:XXX XOX XOX=White, Yellow
5223	994	26	1	Blue,Blue,Red,Red,Red,White,Yellow,Yellow,Yellow	2:XXX OXO XXX=Red, Red	4:XXX XXO OXX=Blue, Yellow	1:XOO XXX OXX=Blue, Red, Yellow	3:XXX XOX XOX=White, Yellow
5224	995	26	1	Blue,Blue,Red,Red,White,White,White,White,Yellow	2:XXX OXO XXX=Red, Red	4:XXO XXX XOX=Blue, White	1:OOX XXX XXO=White, White, Yellow	3:XXX XOO XXX=Blue, White
5225	996	26	1	Blue,Blue,Red,Red,White,White,White,Yellow,Yellow	2:XXX OXO XXX=Red, Red	1:XXO XXX OOX=Blue, Blue, White	4:XOX XXX XXO=White, Yellow	3:XXX XOX XOX=White, Yellow
5226	996	26	2	Blue,Blue,Red,Red,White,White,White,Yellow,Yellow	2:XXX OXO XXX=Red, Red	4:XXX XXO OXX=Blue, Yellow	1:OOX XXX XXO=White, White, Yellow	3:XXX XOO XXX=Blue, White
5227	997	26	1	Blue,Blue,Red,Red,White,White,Yellow,Yellow,Yellow	2:XXX OXO XXX=Red, Red	1:XXO XXO OXX=Blue, Blue, Yellow	4:XOX XXX XXO=White, Yellow	3:XXX XOX XOX=White, Yellow
5228	998	26	1	Blue,Green,Green,Green,Green,Green,Green,Red,White	3:XXX XOO XXX=Green, Red	1:OXX XXX XOO=Green, Green, White	2:XXX OXO XXX=Green, Green	4:XXX XXO OXX=Blue, Green
